"Agency","Site","Site AQS","Param","Param AQS","POC","Method","Duration","Date (UTC)","Time (UTC)","Date (LST)","Time (LST)","Offset (LST)","Value","Unit","QC Code"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","04/28/2017","05:00","04/28/2017","00:00","-05:00","64.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","04/28/2018","05:00","04/28/2018","00:00","-05:00","54.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","04/28/2019","05:00","04/28/2019","00:00","-05:00","41.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","04/29/2017","05:00","04/29/2017","00:00","-05:00","45.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","04/29/2018","05:00","04/29/2018","00:00","-05:00","39.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","04/29/2019","05:00","04/29/2019","00:00","-05:00","43.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","04/30/2017","05:00","04/30/2017","00:00","-05:00","42.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","04/30/2018","05:00","04/30/2018","00:00","-05:00","64.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","04/30/2019","05:00","04/30/2019","00:00","-05:00","49.0","AQI","7"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/01/2017","05:00","05/01/2017","00:00","-05:00","27.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/01/2018","05:00","05/01/2018","00:00","-05:00","101.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/01/2019","05:00","05/01/2019","00:00","-05:00","39.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/02/2017","05:00","05/02/2017","00:00","-05:00","46.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/02/2018","05:00","05/02/2018","00:00","-05:00","90.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/02/2019","05:00","05/02/2019","00:00","-05:00","41.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/03/2017","05:00","05/03/2017","00:00","-05:00","38.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/03/2018","05:00","05/03/2018","00:00","-05:00","80.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/03/2019","05:00","05/03/2019","00:00","-05:00","29.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/04/2017","05:00","05/04/2017","00:00","-05:00","42.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/04/2018","05:00","05/04/2018","00:00","-05:00","77.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/04/2019","05:00","05/04/2019","00:00","-05:00","32.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/05/2017","05:00","05/05/2017","00:00","-05:00","36.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/05/2018","05:00","05/05/2018","00:00","-05:00","47.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/05/2019","05:00","05/05/2019","00:00","-05:00","27.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/06/2017","05:00","05/06/2017","00:00","-05:00","27.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/06/2018","05:00","05/06/2018","00:00","-05:00","42.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/06/2019","05:00","05/06/2019","00:00","-05:00","47.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/07/2017","05:00","05/07/2017","00:00","-05:00","38.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/07/2018","05:00","05/07/2018","00:00","-05:00","80.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/07/2019","05:00","05/07/2019","00:00","-05:00","47.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/08/2017","05:00","05/08/2017","00:00","-05:00","45.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/08/2018","05:00","05/08/2018","00:00","-05:00","54.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/08/2019","05:00","05/08/2019","00:00","-05:00","39.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/09/2017","05:00","05/09/2017","00:00","-05:00","50.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/09/2018","05:00","05/09/2018","00:00","-05:00","71.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/09/2019","05:00","05/09/2019","00:00","-05:00","39.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/10/2017","05:00","05/10/2017","00:00","-05:00","61.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/10/2018","05:00","05/10/2018","00:00","-05:00","43.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/10/2019","05:00","05/10/2019","00:00","-05:00","37.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/11/2017","05:00","05/11/2017","00:00","-05:00","34.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/11/2018","05:00","05/11/2018","00:00","-05:00","58.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/11/2019","05:00","05/11/2019","00:00","-05:00","38.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/12/2017","05:00","05/12/2017","00:00","-05:00","31.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/12/2018","05:00","05/12/2018","00:00","-05:00","74.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/12/2019","05:00","05/12/2019","00:00","-05:00","35.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/13/2017","05:00","05/13/2017","00:00","-05:00","31.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/13/2018","05:00","05/13/2018","00:00","-05:00","35.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/13/2019","05:00","05/13/2019","00:00","-05:00","31.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/14/2017","05:00","05/14/2017","00:00","-05:00","54.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/14/2018","05:00","05/14/2018","00:00","-05:00","36.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/14/2019","05:00","05/14/2019","00:00","-05:00","34.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/15/2017","05:00","05/15/2017","00:00","-05:00","38.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/15/2018","05:00","05/15/2018","00:00","-05:00","46.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/15/2019","05:00","05/15/2019","00:00","-05:00","45.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/16/2017","05:00","05/16/2017","00:00","-05:00","47.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/16/2018","05:00","05/16/2018","00:00","-05:00","32.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/16/2019","05:00","05/16/2019","00:00","-05:00","67.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/17/2017","05:00","05/17/2017","00:00","-05:00","100.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/17/2018","05:00","05/17/2018","00:00","-05:00","19.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/17/2019","05:00","05/17/2019","00:00","-05:00","54.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/18/2017","05:00","05/18/2017","00:00","-05:00","101.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/18/2018","05:00","05/18/2018","00:00","-05:00","30.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/18/2019","05:00","05/18/2019","00:00","-05:00","64.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/19/2017","05:00","05/19/2017","00:00","-05:00","43.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/19/2018","05:00","05/19/2018","00:00","-05:00","21.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/19/2019","05:00","05/19/2019","00:00","-05:00","51.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/20/2017","05:00","05/20/2017","00:00","-05:00","35.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/20/2018","05:00","05/20/2018","00:00","-05:00","42.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/20/2019","05:00","05/20/2019","00:00","-05:00","51.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/21/2017","05:00","05/21/2017","00:00","-05:00","36.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/21/2018","05:00","05/21/2018","00:00","-05:00","47.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/21/2019","05:00","05/21/2019","00:00","-05:00","40.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/22/2017","05:00","05/22/2017","00:00","-05:00","23.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/22/2018","05:00","05/22/2018","00:00","-05:00","31.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/22/2019","05:00","05/22/2019","00:00","-05:00","43.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/23/2017","05:00","05/23/2017","00:00","-05:00","26.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/23/2018","05:00","05/23/2018","00:00","-05:00","43.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/23/2019","05:00","05/23/2019","00:00","-05:00","46.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/24/2017","05:00","05/24/2017","00:00","-05:00","45.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/24/2018","05:00","05/24/2018","00:00","-05:00","71.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/24/2019","05:00","05/24/2019","00:00","-05:00","44.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/25/2017","05:00","05/25/2017","00:00","-05:00","41.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/25/2018","05:00","05/25/2018","00:00","-05:00","61.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/25/2019","05:00","05/25/2019","00:00","-05:00","40.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/26/2017","05:00","05/26/2017","00:00","-05:00","39.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/26/2019","05:00","05/26/2019","00:00","-05:00","47.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/27/2017","05:00","05/27/2017","00:00","-05:00","35.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/27/2019","05:00","05/27/2019","00:00","-05:00","47.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/28/2017","05:00","05/28/2017","00:00","-05:00","39.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/28/2019","05:00","05/28/2019","00:00","-05:00","42.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/29/2017","05:00","05/29/2017","00:00","-05:00","31.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/29/2019","05:00","05/29/2019","00:00","-05:00","54.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/30/2017","05:00","05/30/2017","00:00","-05:00","27.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/30/2018","05:00","05/30/2018","00:00","-05:00","24.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/30/2019","05:00","05/30/2019","00:00","-05:00","47.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/31/2017","05:00","05/31/2017","00:00","-05:00","44.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/31/2018","05:00","05/31/2018","00:00","-05:00","22.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","05/31/2019","05:00","05/31/2019","00:00","-05:00","77.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/01/2017","05:00","06/01/2017","00:00","-05:00","58.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/01/2018","05:00","06/01/2018","00:00","-05:00","50.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/01/2019","05:00","06/01/2019","00:00","-05:00","64.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/02/2017","05:00","06/02/2017","00:00","-05:00","49.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/02/2018","05:00","06/02/2018","00:00","-05:00","44.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/02/2019","05:00","06/02/2019","00:00","-05:00","64.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/03/2017","05:00","06/03/2017","00:00","-05:00","50.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/03/2018","05:00","06/03/2018","00:00","-05:00","23.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/03/2019","05:00","06/03/2019","00:00","-05:00","40.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/04/2017","05:00","06/04/2017","00:00","-05:00","54.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/04/2018","05:00","06/04/2018","00:00","-05:00","35.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/04/2019","05:00","06/04/2019","00:00","-05:00","48.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/05/2017","05:00","06/05/2017","00:00","-05:00","34.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/05/2018","05:00","06/05/2018","00:00","-05:00","48.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/05/2019","05:00","06/05/2019","00:00","-05:00","58.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/06/2017","05:00","06/06/2017","00:00","-05:00","42.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/06/2018","05:00","06/06/2018","00:00","-05:00","39.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/06/2019","05:00","06/06/2019","00:00","-05:00","67.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/07/2017","05:00","06/07/2017","00:00","-05:00","27.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/07/2018","05:00","06/07/2018","00:00","-05:00","42.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/07/2019","05:00","06/07/2019","00:00","-05:00","61.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/08/2017","05:00","06/08/2017","00:00","-05:00","49.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/08/2018","05:00","06/08/2018","00:00","-05:00","47.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/08/2019","05:00","06/08/2019","00:00","-05:00","71.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/09/2017","05:00","06/09/2017","00:00","-05:00","48.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/09/2018","05:00","06/09/2018","00:00","-05:00","50.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/09/2019","05:00","06/09/2019","00:00","-05:00","42.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/10/2017","05:00","06/10/2017","00:00","-05:00","77.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/10/2018","05:00","06/10/2018","00:00","-05:00","42.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/10/2019","05:00","06/10/2019","00:00","-05:00","27.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/11/2017","05:00","06/11/2017","00:00","-05:00","67.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/11/2018","05:00","06/11/2018","00:00","-05:00","38.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/11/2019","05:00","06/11/2019","00:00","-05:00","40.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/12/2017","05:00","06/12/2017","00:00","-05:00","77.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/12/2018","05:00","06/12/2018","00:00","-05:00","37.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/12/2019","05:00","06/12/2019","00:00","-05:00","43.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/13/2017","05:00","06/13/2017","00:00","-05:00","97.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/13/2018","05:00","06/13/2018","00:00","-05:00","44.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/13/2019","05:00","06/13/2019","00:00","-05:00","42.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/14/2017","05:00","06/14/2017","00:00","-05:00","74.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/14/2018","05:00","06/14/2018","00:00","-05:00","44.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/14/2019","05:00","06/14/2019","00:00","-05:00","37.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/15/2017","05:00","06/15/2017","00:00","-05:00","44.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/15/2018","05:00","06/15/2018","00:00","-05:00","42.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/15/2019","05:00","06/15/2019","00:00","-05:00","50.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/16/2017","05:00","06/16/2017","00:00","-05:00","42.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/16/2018","05:00","06/16/2018","00:00","-05:00","74.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/16/2019","05:00","06/16/2019","00:00","-05:00","49.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/17/2017","05:00","06/17/2017","00:00","-05:00","37.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/17/2018","05:00","06/17/2018","00:00","-05:00","74.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/17/2019","05:00","06/17/2019","00:00","-05:00","71.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/18/2017","05:00","06/18/2017","00:00","-05:00","37.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/18/2018","05:00","06/18/2018","00:00","-05:00","58.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/18/2019","05:00","06/18/2019","00:00","-05:00","38.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/19/2017","05:00","06/19/2017","00:00","-05:00","33.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/19/2018","05:00","06/19/2018","00:00","-05:00","36.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/19/2019","05:00","06/19/2019","00:00","-05:00","37.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/20/2017","05:00","06/20/2017","00:00","-05:00","61.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/20/2018","05:00","06/20/2018","00:00","-05:00","49.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/20/2019","05:00","06/20/2019","00:00","-05:00","44.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/21/2017","05:00","06/21/2017","00:00","-05:00","74.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/21/2018","05:00","06/21/2018","00:00","-05:00","44.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/21/2019","05:00","06/21/2019","00:00","-05:00","38.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/22/2017","05:00","06/22/2017","00:00","-05:00","74.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/22/2018","05:00","06/22/2018","00:00","-05:00","34.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/22/2019","05:00","06/22/2019","00:00","-05:00","34.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/23/2017","05:00","06/23/2017","00:00","-05:00","31.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/23/2018","05:00","06/23/2018","00:00","-05:00","23.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/23/2019","05:00","06/23/2019","00:00","-05:00","46.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/24/2017","05:00","06/24/2017","00:00","-05:00","47.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/24/2018","05:00","06/24/2018","00:00","-05:00","38.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/24/2019","05:00","06/24/2019","00:00","-05:00","67.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/25/2017","05:00","06/25/2017","00:00","-05:00","47.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/25/2018","05:00","06/25/2018","00:00","-05:00","37.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/25/2019","05:00","06/25/2019","00:00","-05:00","48.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/26/2017","05:00","06/26/2017","00:00","-05:00","51.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/26/2018","05:00","06/26/2018","00:00","-05:00","43.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/26/2019","05:00","06/26/2019","00:00","-05:00","101.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/27/2017","05:00","06/27/2017","00:00","-05:00","47.0","AQI","0"
"MD1","Essex","240053001","O3","44201","1","","8 Hr begin time Avg-Daily Max","06/27/2018","05:00","06/27/2018","00:00","-05:00","29.0","AQI","0"
